ListingKey	ListingNumber	ListingCreationDate	CreditGrade	Term	LoanStatus	ClosedDate	BorrowerAPR	BorrowerRate	LenderYield	EstimatedEffectiveYield	EstimatedLoss	EstimatedReturn	ProsperRating..numeric.	ProsperRating..Alpha.	ProsperScore	ListingCategory..numeric.	BorrowerState	Occupation	EmploymentStatus	EmploymentStatusDuration	IsBorrowerHomeowner	CurrentlyInGroup	GroupKey	DateCreditPulled	CreditScoreRangeLower	CreditScoreRangeUpper	FirstRecordedCreditLine	CurrentCreditLines	OpenCreditLines	TotalCreditLinespast7years	OpenRevolvingAccounts	OpenRevolvingMonthlyPayment	InquiriesLast6Months	TotalInquiries	CurrentDelinquencies	AmountDelinquent	DelinquenciesLast7Years	PublicRecordsLast10Years	PublicRecordsLast12Months	RevolvingCreditBalance	BankcardUtilization	AvailableBankcardCredit	TotalTrades	TradesNeverDelinquent..percentage.	TradesOpenedLast6Months	DebtToIncomeRatio	IncomeRange	IncomeVerifiable	StatedMonthlyIncome	LoanKey	TotalProsperLoans	TotalProsperPaymentsBilled	OnTimeProsperPayments	ProsperPaymentsLessThanOneMonthLate	ProsperPaymentsOneMonthPlusLate	ProsperPrincipalBorrowed	ProsperPrincipalOutstanding	ScorexChangeAtTimeOfListing	LoanCurrentDaysDelinquent	LoanFirstDefaultedCycleNumber	LoanMonthsSinceOrigination	LoanNumber	LoanOriginalAmount	LoanOriginationDate	LoanOriginationQuarter	MemberKey	MonthlyLoanPayment	LP_CustomerPayments	LP_CustomerPrincipalPayments	LP_InterestandFees	LP_ServiceFees	LP_CollectionFees	LP_GrossPrincipalLoss	LP_NetPrincipalLoss	LP_NonPrincipalRecoverypayments	PercentFunded	Recommendations	InvestmentFromFriendsCount	InvestmentFromFriendsAmount	Investors	ListingCategory	pos_july_2009
638135077082576232C1F42	492509	2011-01-31 17:24:42.523000000	None	36	Completed	2013-11-22 00:00:00	0.35643	0.3199	0.3099	0.2957	0.147	0.1487	2	E	4	1	MO	Professional	Full-time	335	True	False		2011-01-31 17:24:39	720	739	1985-09-01 00:00:00	19	18	42	14	3878	0	2	0	0	0	0	0	141193	0.91	12777	40	1	0	0.69	$100,000+	True	8333.333333	EDC0361019688177265E733	1	10	10	0	0	12000	9189.05	-34	0	NA	37	46871	4000	2011-02-07 00:00:00	Q1 2011	762034689698456859890A4	174.2	6243.04	3999.57	2243.47	-70.12	0	0	0	0	1	0	0	0	66	Debt Consolidation	TRUE
638335921884101622D1413	991380	2013-10-21 00:01:24.453000000	None	60	Current		0.19323	0.1695	0.1595	0.14963	0.0649	0.08473	4	C	7	1	CA	Other	Employed	17	False	False		2013-10-13 23:01:47	660	679	1990-02-01 00:00:00	7	7	36	6	163	1	10	0	0	21	1	0	4171	0.43	5379	36	0.77	0	0.16	$100,000+	True	9166.666667	59AF36972301775062BB90B	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	5	107665	8000	2013-10-22 00:00:00	Q4 2013	DB9B3694655553209783DF6	198.61	790.7249	344.83	445.8949	-26.53	0	0	0	0	1	0	0	0	1	Debt Consolidation	TRUE
6384351901798108369714C	513956	2011-06-29 08:27:08.910000000	None	36	Completed	2012-02-09 00:00:00	0.13524	0.114	0.104	0.1037	0.038	0.0657	6	A	9	7	IL	Tradesman - Mechanic	Employed	19	False	False		2011-06-29 08:27:03	740	759	1999-10-12 00:00:00	3	3	19	3	16	0	1	2	1434	2	0	0	112	0.22	389	14	0.8	1	0.03	$50,000-74,999	True	4333.333333	ECAA3624657139345C712C1	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	32	51075	3200	2011-07-11 00:00:00	Q3 2011	0BFC3518870585964A0045F	105.37	3397.88	3200	197.88	-17.36	0	0	0	0	1	0	0	0	63	Other	TRUE
6385357562682404715DA44	751246	2013-04-12 07:10:41.507000000	None	60	Chargedoff	2013-12-16 00:00:00	0.14453	0.1219	0.1119	0.1076	0.0349	0.0727	6	A	9	1	WA	Accountant/CPA	Full-time	166	True	False		2013-04-12 07:10:37	700	719	1999-05-28 00:00:00	9	7	17	5	670	1	6	0	0	0	0	0	38211	0.91	2402	16	1	1	0.32	$50,000-74,999	True	6014.666667	A74E3680019055918CDAD27	3	89	89	0	0	22500	5608.83	-44	206	8	11	88092	15000	2013-04-16 00:00:00	Q2 2013	02493426138410789969A20	335.11	1005.33	555.04	450.29	-36.94	0	14444.96	14444.96	0	1	0	0	0	95	Debt Consolidation	TRUE
638E3593659579515D174E1	1030335	2013-11-11 08:28:06.637000000	None	60	Current		0.21115	0.187	0.177	0.16468	0.0774	0.08728	4	C	6	1	NE	Clerical	Employed	15	True	False		2013-11-11 08:28:09	660	679	1984-07-01 00:00:00	5	5	25	2	337	1	7	0	0	6	1	0	9525	0.8	698	23	0.65	0	0.32	$25,000-49,999	True	2946.666667	491C3697532610904E9BCFA	3	26	26	0	0	26493.75	11641.94	NA	0	NA	4	110648	10000	2013-11-14 00:00:00	Q4 2013	36F13498007430597BEE7D6	257.76	768.1567	306.84	461.3167	-24.94	0	0	0	0	1	0	0	0	1	Debt Consolidation	TRUE
3AAC35791963138925F35B5	780204	2013-05-15 08:49:14.930000000	None	36	Current		0.20462	0.1679	0.1579	0.1487	0.0599	0.0888	5	B	5	2	WV	Other	Other	0	True	False		2013-05-15 08:49:01	720	739	1987-07-30 00:00:00	11	11	30	10	1204	0	0	0	0	0	0	0	44480	0.97	1161	27	1	0	0.22	$75,000-99,999	True	7500	2551368394800124253A8BF	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	10	91239	4000	2013-05-29 00:00:00	Q2 2013	EDF6357917296181583D3E1	142.19	1279.71	818.48	461.23	-27.47	0	0	0	0	1	0	0	0	73	Home Improvement	TRUE
3AB9351685398457387A374	510487	2011-06-08 18:34:00.370000000	None	36	Current		0.22362	0.1899	0.1799	0.1757	0.061	0.1147	4	C	6	1	GA	Teacher	Full-time	118	True	False		2011-06-08 18:33:57	720	739	1990-06-01 00:00:00	6	6	26	5	1103	0	1	0	0	0	0	0	50704	0.94	2996	23	1	0	0.24	$50,000-74,999	True	5929	E1F23621745059313BD37F5	3	66	66	0	0	29050	2778.99	-59	0	NA	33	50071	4000	2011-06-13 00:00:00	Q2 2011	38AB33649994766739CD674	146.6	4646.2	3373.27	1272.93	-67.05	0	0	0	0	1	0	0	0	35	Debt Consolidation	TRUE
3AC73581735725577AD9286	815380	2013-06-19 15:37:03.813000000	None	60	Current		0.26877	0.2432	0.2332	0.2148	0.0975	0.1173	3	D	4	1	VT	Other	Employed	67	True	False		2013-06-24 10:18:48	740	759	1997-09-16 00:00:00	21	16	35	12	649	0	1	0	0	0	0	0	25189	0.7	7656	33	1	1	0.4	$50,000-74,999	True	4333.333333	B93C3685218207097FFC806	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	9	94514	4000	2013-06-28 00:00:00	Q2 2013	06223581109684620F5A1DA	115.82	926.56	294.14	632.42	-26.01	0	0	0	0	1	0	0	0	36	Debt Consolidation	TRUE
3AC8340843578819576CB0D	258587	2008-01-01 16:43:27.307000000	HR	36	Chargedoff	2008-11-16 00:00:00	0.35613	0.34	0.33	NA	NA	NA	NA		0	1	CA	Professional	Full-time	40	False	False		2007-12-29 13:16:07.747000000	520	539	2001-06-28 00:00:00	6	5	8	3	56	14	33	0	0	0	2	0	1268	0.97	32	6	0.85	4	0.15	$50,000-74,999	True	5250	22D03411090224358BFDD29	NA	NA	NA	NA	NA	NA	NA	NA	2064	10	74	25454	3000	2008-01-15 00:00:00	Q1 2008	670F34090902302031EB84A	134.02	670.1	259.76	410.34	-12.07	0	2740.24	2740.24	0	1	0	0	0	62	Debt Consolidation	FALSE
3ACD3516902839885D55C75	510282	2011-06-07 07:55:33.443000000	None	36	Current		0.124	0.1029	0.0929	0.0926	0.026	0.0666	6	A	8	6	GA	Professional	Employed	47	True	False		2011-06-07 07:55:22	760	779	1974-09-01 00:00:00	16	16	22	14	758	1	6	0	0	0	0	0	17981	0.29	32456	21	1	0	0.33	$25,000-49,999	True	3500	8BC7362027836040757460E	1	6	6	0	0	10800	10091.11	22	0	NA	33	49996	2000	2011-06-08 00:00:00	Q2 2011	10CC3499234416671504FB6	64.81	2114.11	1787.58	326.53	-31.71	0	0	0	0	1	0	0	0	36	Auto	TRUE
3AD13582618207669F5FB35	822172	2013-06-26 14:12:19.060000000	None	36	Current		0.2878	0.2492	0.2392	0.219	0.1125	0.1065	3	D	3	7	FL	Civil Service	Employed	123	True	False		2013-06-26 14:12:10	640	659	1998-11-24 00:00:00	8	7	17	5	128	0	2	0	0	13	0	0	5379	0.32	7450	15	0.4	0	0.06	$75,000-99,999	True	7108.416667	CC5136856101349283455F8	1	10	10	0	0	4000	3202.77	12	0	NA	9	94612	4000	2013-06-28 00:00:00	Q2 2013	A1BB35524050630166BDC0A	158.87	1314.359	681.86	632.499	-24.89	-12.71	0	0	0	1	0	0	0	1	Other	TRUE
3AD23559560335811F51610	650626	2012-10-05 11:19:53.103000000	None	36	Completed	2013-09-03 00:00:00	0.35797	0.3177	0.3077	0.2799	0.1625	0.1174	1	HR	6	7	GA	Military Officer	Employed	93	False	False		2012-10-05 10:45:53	660	679	2005-09-25 00:00:00	8	8	18	6	704	0	5	0	0	0	0	0	32803	0.99	228	17	1	0	0.35	$50,000-74,999	True	5833.333333	624B3663820301992F1385F	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	17	75950	2000	2012-10-10 00:00:00	Q4 2012	40563559591971762AE83D5	86.85	2535.65	1999.99	535.66	-16.39	0	0	0	0	1	0	0	0	14	Other	TRUE
3AD53524303227655FE3D6A	521968	2011-08-16 18:02:17.157000000	None	12	Defaulted	2012-05-01 00:00:00	0.35843	0.2669	0.2569	0.2452	0.147	0.0982	2	E	4	7	WY	Professional	Self-employed	59	False	False		2011-08-16 18:02:13	740	759	1996-01-01 00:00:00	6	6	15	5	178	3	3	0	0	0	0	0	4963	0.35	9288	15	0.93	0	NA	$1-24,999	False	175	CF13362952220721821EB7C	NA	NA	NA	NA	NA	NA	NA	NA	616	9	31	52805	2500	2011-08-31 00:00:00	Q3 2011	FC1A3524581219861D374FD	239.67	689.01	512.97	176.04	-6.6	0	1987.03	1987.03	0	1	0	0	0	49	Other	TRUE
733335868973606601F6BB4	883186	2013-08-28 13:04:41.527000000	None	60	Current		0.17061	0.1474	0.1374	0.131	0.0449	0.0861	5	B	6	1	CA	Civil Service	Employed	507	True	False		2013-08-28 13:04:30	760	779	2001-07-18 00:00:00	7	7	19	3	142	0	14	0	0	0	0	0	5079	0.92	407	17	1	0	0.19	$75,000-99,999	True	6475	FDD03692907955909CCA670	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	6	101133	10000	2013-09-16 00:00:00	Q3 2013	17EB358700798446018852F	236.54	1182.7	579.17	603.53	-40.95	0	0	0	0	1	0	0	0	51	Debt Consolidation	TRUE
5E043479396784838A53010	450648	2010-03-17 04:40:12.343000000	None	36	Completed	2010-11-16 00:00:00	0.22237	0.2	0.19	0.1056	0.08	0.1056	4	C	8	1	FL	Military Officer	Full-time	183	True	False		2010-02-25 14:01:28	700	719	1996-07-04 00:00:00	9	7	22	4	411	0	8	0	0	0	0	0	17425	0.91	1575	21	0.95	0	0.19	$100,000+	True	8333.333333	D86A3584156819054242F3A	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	48	41448	7000	2010-03-26 00:00:00	Q1 2010	9C7B3477944403304CAD3E9	260.15	7839.59	7000	839.59	-41.98	0	0	0	0	1	0	0	0	187	Debt Consolidation	TRUE
5E083592005944124DA1234	936968	2013-10-05 16:17:46.223000000	None	36	Current		0.24205	0.2045	0.1945	0.1797	0.0899	0.0898	4	C	6	1	VA	Professor	Employed	81	True	False		2013-10-05 16:17:48	700	719	1992-03-09 00:00:00	8	8	28	5	3455	0	2	0	0	0	0	0	72156	0.81	17250	25	1	1	0.36	$100,000+	True	14775	F5FC36962824643161D21B5	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	5	107113	15000	2013-10-18 00:00:00	Q4 2013	DBA336956399540753575E4	560.9	2410.1959	1519.2	890.9959	-43.98	0	0	0	0	1	0	0	0	1	Debt Consolidation	TRUE
5E0B3590488203595301395	915163	2013-09-20 10:13:34.517000000	None	36	Current		0.31616	0.2769	0.2669	0.24294	0.1375	0.10544	2	E	3	1	TX	Executive	Employed	66	True	False		2013-09-20 10:13:36	660	679	1999-04-15 00:00:00	15	13	19	10	751	1	9	0	0	15	0	0	34321	0.92	1879	18	0.94	5	0.25	$100,000+	True	9583.333333	7B7936938403292520CF57C	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	5	103779	10000	2013-10-03 00:00:00	Q4 2013	D4DB36927710484296D9244	411.96	2059.8	955.54	1104.26	-39.87	0	0	0	0	1	0	0	0	37	Debt Consolidation	TRUE
5E0F3581339618467238BD5	816046	2013-06-20 07:28:41.517000000	None	36	Current		0.15833	0.1299	0.1199	0.1148	0.0399	0.0749	6	A	7	1	NJ	Professional	Employed	190	False	False		2013-06-20 07:28:33	680	699	1993-12-10 00:00:00	15	13	41	12	644	0	1	0	0	0	0	0	24523	0.87	2655	38	0.97	0	0.39	$75,000-99,999	True	7175	F7AF368587772552709D6C8	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	9	93914	9800	2013-06-24 00:00:00	Q2 2013	E2B03581854877998B52556	330.15	2637.7123	1905.56	732.1523	-56.64	0	0	0	0	1	0	0	0	1	Debt Consolidation	TRUE
5E183600200405361293E92	1125932	2014-01-11 08:48:49.390000000	None	36	Current		0.0903	0.0769	0.0669	0.06546	0.0174	0.04806	7	AA	10	1	CO	Tradesman - Mechanic	Employed	159	False	False		2014-01-11 08:48:51	740	759	1988-06-01 00:00:00	9	8	19	8	871	0	0	0	0	0	0	0	20315	0.49	20385	18	1	0	0.25	$75,000-99,999	True	6250	06993704351657964FFF4C2	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	2	126937	20000	2014-01-15 00:00:00	Q1 2014	02D63703948620091717D57	623.87	623.87	493.25	130.62	-16.99	0	0	0	0	1	0	0	0	433	Debt Consolidation	TRUE
5E1A3591189158076B1305F	951710	2013-10-11 13:39:47.577000000	None	60	Current		0.21115	0.187	0.177	0.16468	0.0774	0.08728	4	C	3	1	MI	Engineer - Mechanical	Employed	67	True	False		2013-10-06 12:16:51	700	719	1988-03-01 00:00:00	21	20	49	12	941	3	9	0	0	0	0	0	49801	0.62	29199	42	1	1	0.32	$100,000+	True	9000	1B583696320216834A9A90F	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	5	106453	15000	2013-10-16 00:00:00	Q4 2013	646F3695765037546F7AD0B	386.64	1538.8751	615.77	923.1051	-49.78	0	0	0	0	1	0	0	0	1	Debt Consolidation	TRUE
5E1A35989739796889A57BD	1069756	2013-12-31 10:34:15.973000000	None	60	Current		0.14147	0.1189	0.1089	0.10446	0.0374	0.06706	6	A	11	1	WI	Professional	Employed	53	True	False		2013-12-31 10:34:20	700	719	1995-08-17 00:00:00	9	8	23	5	1372	0	2	0	0	0	0	0	60618	0.91	5568	22	0.95	0	0.15	$100,000+	True	16750	CEC43703160441983C28072	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	2	124587	25000	2014-01-07 00:00:00	Q1 2014	0BA237014791847995F167F	554.72	546.5762	302.26	244.3162	-21.23	0	0	0	0	1	0	0	0	1	Debt Consolidation	TRUE
5E223415431746336D8889E	294549	2008-03-17 10:41:39.860000000	B	36	Defaulted	2010-12-20 00:00:00	0.15629	0.142	0.132	NA	NA	NA	NA		0	1	WA	Administrative Assistant	Part-time	24	True	False		2008-03-17 10:30:15.893000000	680	699	1994-02-17 00:00:00	8	7	25	3	217	0	2	0	0	0	0	0	10385	0.98	128	24	0.91	2	0.23	$25,000-49,999	True	2146.666667	3D3934168290181223C7461	1	8	8	0	0	2000	1601.66	-40	214	0	72	28684	4000	2008-03-20 00:00:00	Q1 2008	A95C3391944403142A055FC	108.04	3862.51	2776.72	1085.79	-76.11	-246.64	1209.88	36.22	188.8	1	1	0	0	86	Debt Consolidation	FALSE
2A7C35868642004049226D0	883562	2013-08-29 13:48:41.133000000	None	36	Current		0.15833	0.1299	0.1199	0.1148	0.0399	0.0749	6	A	7	1	CA	Other	Other	100	False	False		2013-08-29 13:48:32	720	739	1976-05-06 00:00:00	11	10	35	8	374	0	5	0	0	0	0	0	12159	0.41	16739	33	1	0	0.54	$25,000-49,999	True	2963.75	18493691920616759D20C48	1	18	18	0	0	14500	8026.37	-30	0	NA	6	100518	8500	2013-09-06 00:00:00	Q3 2013	666B34117819037989F6E0D	286.36	1431.8	990.51	441.29	-33.98	0	0	0	0	1	0	0	0	71	Debt Consolidation	TRUE
2A7D34042468703312EF5C4	232720	2007-11-16 04:03:34.407000000	B	36	Completed	2010-11-21 00:00:00	0.1418	0.13	0.12	NA	NA	NA	NA		0	0	CA	Student - College Junior	Full-time	27	False	False		2007-11-16 03:44:23.237000000	700	719	2005-02-01 00:00:00	2	2	2	2	71	1	1	0	0	0	0	0	930	0.32	1970	2	0.5	0	0.24	$1-24,999	True	500	292E34046978754264B87B9	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	76	21826	1500	2007-11-21 00:00:00	Q4 2007	D8EE3405503988535F3E581	50.54	1819.69	1500	319.69	-24.6	0	0	0	0	1	0	0	0	47	Not Available	FALSE
2A83359546565841868E012	1045061	2013-12-03 08:57:48.173000000	None	36	Current		0.21342	0.1765	0.1665	0.15512	0.0749	0.08022	4	C	6	1	AZ	Investor	Self-employed	32	False	False		2013-12-03 08:57:53	640	659	1998-12-22 00:00:00	9	9	27	8	439	0	0	0	0	12	1	0	12304	0.93	873	25	0.73	0	NA	$50,000-74,999	False	4333.333333	A9323699890521745F38B3E	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	3	120211	15000	2013-12-05 00:00:00	Q4 2013	D08137007192090573B3906	539.66	1618.98	979.47	639.51	-36.23	0	0	0	0	1	0	0	0	1	Debt Consolidation	TRUE
2A8635188990147491650B9	511209	2011-06-13 14:20:57.997000000	None	36	Current		0.27467	0.2399	0.2299	0.2243	0.1	0.1243	3	D	4	1	CO	Retail Management	Full-time	48	True	False		2011-06-13 14:20:50	640	659	1986-08-05 00:00:00	6	5	33	5	200	0	0	1	0	6	1	0	3961	0.97	113	25	0.64	1	0.22	$25,000-49,999	True	3483.333333	755F36232486701279C9CFF	2	65	65	0	0	4000	205.43	44	0	NA	33	50492	4000	2011-06-21 00:00:00	Q2 2011	DFB13366067553135E4D9C4	156.91	5021.12	3396.81	1624.31	-67.73	0	0	0	0	1	0	0	0	8	Debt Consolidation	TRUE
2A8A3388590143053CA9193	135027	2007-05-09 11:51:56.960000000	E	36	Completed	2007-09-05 00:00:00	0.30168	0.29	0.28	NA	NA	NA	NA		0	0		Accountant/CPA	Full-time	7	False	False		2007-05-08 15:56:14.713000000	560	579	1999-04-24 00:00:00	11	7	15	6	183	4	11	1	1523	3	0	0	4102	0.94	127	13	0.92	1	0.2	$25,000-49,999	True	4395.166667	4C793388956602156DB18C7	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	82	15049	5000	2007-05-17 00:00:00	Q2 2007	39173389054201565B9BAA6	209.53	5430.43	5000	430.43	-14.84	0	0	0	0	1	0	0	0	43	Not Available	FALSE
2A953516953539076288373	508182	2011-05-23 15:43:09.410000000	None	36	Chargedoff	2013-09-07 00:00:00	0.35643	0.3199	0.3099	0.2957	0.147	0.1487	2	E	4	1	FL	Other	Employed	2	False	False		2011-05-23 15:42:59	640	659	2003-08-15 00:00:00	8	8	15	5	99	2	5	1	346	0	0	0	2759	0.78	656	13	0.73	1	NA	$25,000-49,999	False	2100	8B6E36216238906556780D3	NA	NA	NA	NA	NA	NA	NA	NA	306	27	33	50174	3500	2011-06-08 00:00:00	Q2 2011	671735166192187092D3203	152.42	3415.82	1753	1662.82	-50.56	-103.65	1747	1747	0	1	0	0	0	74	Debt Consolidation	TRUE
287033807052672369EE8B1	98070	2007-02-11 16:00:47.263000000	E	36	Chargedoff	2009-03-24 00:00:00	0.27767	0.27	0.255	NA	NA	NA	NA		0	0		Professional	Not available	NA	False	True	CD0E3364909037313F32874	2007-02-09 18:10:35.457000000	560	579	1995-01-09 00:00:00	NA	NA	41	10	201	2	26	3	NA	5	0	NA	NA	NA	109	30	0.65	0	0.29	Not displayed	True	5000	D57B338291546974802CB4A	NA	NA	NA	NA	NA	NA	NA	NA	1873	1	85	7730	2550	2007-02-22 00:00:00	Q1 2007	722A338188810313320ABA5	104.1	2048.1	1166.58	881.52	-16.96	0	1383.43	1383.42	233.53	1	0	0	0	17	Not Available	FALSE
28723366036495659FF3490	3726	2006-03-27 07:01:05.060000000	D	36	Completed	2009-04-03 00:00:00	0.35604	0.348	0.343	NA	NA	NA	NA		0	0				NA	False	False		2006-03-27 07:01:05.060000000	NA	NA		NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21628	Not displayed	True	5000	D893336644618712079DCA6	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	95	352	3001	2006-04-03 00:00:00	Q2 2006	FB4E3365857894404888D0C	129.67	4880.5	3001	1879.5	-27	0	0	0	0	1	0	0	0	28	Not Available	FALSE
287235230038233173572B9	522288	2011-08-16 10:30:44.627000000	None	36	Chargedoff	2012-03-01 00:00:00	0.35643	0.3199	0.3099	0.2957	0.147	0.1487	2	E	4	7	NC	Other	Employed	170	False	False		2011-08-16 10:30:41	660	679	1997-01-01 00:00:00	0	0	7	0	0	1	1	0	0	3	0	0	0	0	0	5	0.8	0	0.03	$25,000-49,999	True	2833.333333	4F2C3627497536905C30CE1	NA	NA	NA	NA	NA	NA	NA	NA	861	7	31	52850	2000	2011-08-31 00:00:00	Q3 2011	2B8535229282329417D1EA9	87.1	143.3	34.51	108.79	-1.64	-14.65	1965.49	1965.49	0	1	0	0	0	25	Other	TRUE
0C7E3528277245267355C14	531772	2011-10-10 11:04:55.220000000	None	36	Defaulted	2012-05-22 00:00:00	0.16056	0.139	0.129	0.1285	0.038	0.0905	6	A	8	1	VA	Professional	Employed	42	False	False		2011-10-10 11:04:50	780	799	1999-08-21 00:00:00	9	9	20	6	74	5	8	0	0	0	0	0	2317	0.06	32283	16	1	1	0.18	$75,000-99,999	True	6666.666667	601D3632676517962844CDF	NA	NA	NA	NA	NA	NA	NA	NA	168	8	29	54712	17500	2011-10-21 00:00:00	Q4 2011	D6B13529101226951D86E2D	597.26	1194.52	792.45	402.07	-28.92	0	16707.55	16707.55	0	1	0	0	0	264	Debt Consolidation	TRUE
0C80358258848358731F369	833382	2013-07-10 03:33:00.407000000	None	60	Current		0.15629	0.1334	0.1234	0.1181	0.0399	0.0782	6	A	5	1	FL	Attorney	Employed	183	True	False		2013-07-10 03:32:53	740	759	1995-04-03 00:00:00	23	23	36	5	511	0	2	0	0	0	0	0	20638	0.93	1544	31	0.96	0	NA	$75,000-99,999	False	7500	6B0F368638961632358A6D1	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	8	95845	10000	2013-07-15 00:00:00	Q3 2013	39F935841258602414A65E4	229.28	1601.3052	847.28	754.0252	-56.79	0	0	0	0	1	0	0	0	1	Debt Consolidation	TRUE
0C81360108094584186E327	1119829	2014-01-20 04:39:49.593000000	None	36	Current		0.1899	0.1535	0.1435	0.13507	0.0599	0.07517	5	B	7	1	OH	Nurse (LPN)	Employed	76	False	False		2014-01-20 04:39:49	680	699	1991-03-28 00:00:00	12	12	22	9	642	0	6	0	0	0	0	0	18201	0.98	170	21	0.95	1	0.55	$50,000-74,999	True	4166.666667	ED39370387833261824A6F9	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	2	128521	15000	2014-01-23 00:00:00	Q1 2014	22B637036901260929C83CA	522.55	1045.1	795.68	249.42	-16.25	0	0	0	0	1	0	0	0	174	Debt Consolidation	TRUE
0C8F3413833559723C4666E	279535	2008-02-13 20:01:41.260000000	A	36	Chargedoff	2010-10-22 00:00:00	0.15317	0.1389	0.1289	NA	NA	NA	NA		0	1	FL	Other	Full-time	36	True	False		2008-02-06 19:04:46.297000000	720	739	1999-01-15 00:00:00	7	6	34	2	451	0	0	0	0	0	0	0	14250	0.8	3562	23	1	0	0.44	$25,000-49,999	True	3483.333333	C11D34133437361956BF7CA	NA	NA	NA	NA	NA	NA	NA	NA	1357	1	73	27682	8500	2008-02-22 00:00:00	Q1 2008	F43A34115499776060B6438	290.06	7831.62	6037.31	1794.31	-129.18	0	2462.69	2462.69	85	1	0	0	0	158	Debt Consolidation	FALSE
0C903514942098029E3325D	505308	2011-05-04 17:26:57.333000000	None	36	Completed	2013-08-29 00:00:00	0.06327	0.0599	0.0499	0.05	0.01	0.04	7	AA	10	1	IN	Professor	Employed	117	True	False		2011-05-04 17:26:49	780	799	1981-06-01 00:00:00	15	15	29	10	485	1	4	0	0	0	0	0	19805	0.2	76495	28	1	2	0.13	$100,000+	True	10041.666667	B45A361875722658019A3CD	2	15	15	0	0	15000	7178.18	-10	0	NA	34	49398	9000	2011-05-17 00:00:00	Q2 2011	9A5F336469120807327BC7F	273.76	9802.18	8999.99	802.19	-133.9	0	0	0	0	1	0	1	25	151	Debt Consolidation	TRUE
0C9534088892635241BF37E	260827	2008-01-06 16:31:17.947000000	B	36	Completed	2011-01-18 00:00:00	0.15428	0.14	0.13	NA	NA	NA	NA		0	1	GA	Other	Full-time	47	False	False		2007-12-29 20:04:32.627000000	680	699	1986-07-31 00:00:00	15	11	29	11	1605	0	1	0	0	0	0	0	69562	0.81	15588	27	1	0	0.36	$100,000+	True	8333.333333	98A834104339867800E2D2F	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	74	25645	15000	2008-01-18 00:00:00	Q1 2008	CEAF3409765400127C8E926	511.06	18457.36	15000.01	3457.35	-246.96	0	0	0	0	1	0	0	0	410	Debt Consolidation	FALSE
0C9B3541840775419BF7903	567299	2012-03-11 14:45:05.933000000	None	36	Current		0.33553	0.2958	0.2858	0.2727	0.147	0.1257	2	E	8	1	PA	Other	Employed	2	False	False		2012-03-11 14:44:59	640	659	2000-03-08 00:00:00	4	4	33	5	281	0	1	0	0	0	0	0	6299	0.83	1004	13	0.92	0	0.18	$25,000-49,999	True	3333.333333	B9203644926766948C0824C	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	24	62168	2500	2012-03-20 00:00:00	Q1 2012	D2333541926179863154BEB	105.55	2427.65	1332.99	1094.66	-37	0	0	0	0	1	0	0	0	9	Debt Consolidation	TRUE
0CBB35165748771418F6AB9	507782	2011-05-19 19:09:59.057000000	None	60	Current		0.14657	0.1329	0.1229	0.1225	0.026	0.0965	6	A	7	2	WA	Other	Employed	43	True	False		2011-05-19 19:09:51	760	779	1995-06-01 00:00:00	17	13	50	10	513	1	3	0	0	0	0	0	19786	0.48	17779	41	1	1	0.38	$50,000-74,999	True	5500	A2AA36198343099434B0714	1	26	26	0	0	20000	0	4	0	NA	34	49836	15000	2011-05-31 00:00:00	Q2 2011	D1E9338915055687823EEF8	343.53	11336.49	7015.1	4321.39	-325.14	0	0	0	0	1	0	0	0	238	Home Improvement	TRUE
